Com,5,,,,,,,
Node,264,,,,,,,
SN, 2419-0264,,,,,,,
Firmware,7.29,,,,,,,
Time, 04/24/2017 04:25:00,,,,,,,
Actual Active Channels,3,,,,,,,
,,,,,,,,
Applied Filters,,,,,,,,
,Channel,1,Units,m/s²,Slope,0.128192,Offset,-263
,Channel,2,Units,m/s²,Slope,0.128192,Offset,-263
Sweeps,Channel 1,,,,,,,
0,-16.10222244,,,,,,,
1,2.998384714,,,,,,,
2,-15.3330698,,,,,,,
3,24.15006256,,,,,,,
4,0.819120884,,,,,,,
5,-18.9224453,,,,,,,
6,16.71492767,,,,,,,
7,10.17713642,,,,,,,
8,-15.97403049,,,,,,,
9,-10.58996677,,,,,,,
10,-4.052175045,,,,,,,
11,8.510640144,,,,,,,
12,-9.949006081,,,,,,,
13,-2.385679007,,,,,,,
14,-7.897934437,,,,,,,
15,18.63780785,,,,,,,
16,-25.20385361,,,,,,,
17,6.203184605,,,,,,,
18,-14.94849396,,,,,,,
19,-21.35809326,,,,,,,
20,18.63780785,,,,,,,
21,-2.513870955,,,,,,,
22,19.53515244,,,,,,,
23,16.33035278,,,,,,,
24,-29.30599785,,,,,,,
25,36.07191849,,,,,,,
26,-32.38260651,,,,,,,
27,29.02135849,,,,,,,
28,-17.12775803,,,,,,,
29,7.741488457,,,,,,,
30,10.43352032,,,,,,,
31,1.203696847,,,,,,,
32,5.43403244,,,,,,,
33,-18.9224453,,,,,,,
34,10.30532837,,,,,,,
35,-13.66657448,,,,,,,
36,10.43352032,,,,,,,
37,2.485616684,,,,,,,
38,12.99736023,,,,,,,
39,0.049968898,,,,,,,
40,15.94577599,,,,,,,
41,-0.078223094,,,,,,,
42,-4.052175045,,,,,,,
43,-6.744206905,,,,,,,
44,16.71492767,,,,,,,
45,-5.205902576,,,,,,,
46,28.3803997,,,,,,,
47,6.203184605,,,,,,,
48,-13.79476643,,,,,,,
49,-17.12775803,,,,,,,
50,0.947312832,,,,,,,
51,18.12504005,,,,,,,
52,19.40695953,,,,,,,
53,-13.79476643,,,,,,,
54,23.76548767,,,,,,,
55,5.305840492,,,,,,,
56,-5.590478897,,,,,,,
57,24.40644836,,,,,,,
58,17.86865616,,,,,,,
59,15.1766243,,,,,,,
60,17.61227226,,,,,,,
61,-12.64103794,,,,,,,
62,19.79153633,,,,,,,
63,12.74097633,,,,,,,
64,25.68836784,,,,,,,
65,7.228720665,,,,,,,
66,-2.257487059,,,,,,,
67,25.43198395,,,,,,,
68,13.76651192,,,,,,,
69,24.53463936,,,,,,,
70,24.91921616,,,,,,,
71,19.27876854,,,,,,,
72,-8.538894653,,,,,,,
73,17.09950447,,,,,,,
74,11.58724785,,,,,,,
75,0.947312832,,,,,,,
76,25.81655884,,,,,,,
77,-11.61550236,,,,,,,
78,17.86865616,,,,,,,
79,0.562736869,,,,,,,
80,-18.28148651,,,,,,,
81,-17.76871872,,,,,,,
82,19.66334343,,,,,,,
83,-5.590478897,,,,,,,
84,33.63627243,,,,,,,
85,16.58673668,,,,,,,
86,15.04843235,,,,,,,
87,2.485616684,,,,,,,
88,-17.25595093,,,,,,,
89,24.15006256,,,,,,,
90,-1.231950998,,,,,,,
91,1.972848773,,,,,,,
92,-12.76922989,,,,,,,
93,9.792560577,,,,,,,
94,-8.538894653,,,,,,,
95,13.51012802,,,,,,,
96,19.53515244,,,,,,,
97,-30.20334053,,,,,,,
98,8.895215988,,,,,,,
99,-5.590478897,,,,,,,
100,31.71339035,,,,,,,
101,-20.07617378,,,,,,,
102,7.485104561,,,,,,,
103,2.357424736,,,,,,,
104,14.5356636,,,,,,,
105,-16.87137413,,,,,,,
106,16.84312057,,,,,,,
107,-16.61499023,,,,,,,
108,23.50910378,,,,,,,
109,-12.89742279,,,,,,,
110,-3.026638985,,,,,,,
111,7.997872353,,,,,,,
112,-3.154830933,,,,,,,
113,-26.61396599,,,,,,,
114,-7.513358593,,,,,,,
115,5.43403244,,,,,,,
116,1.203696847,,,,,,,
117,12.48459244,,,,,,,
118,12.74097633,,,,,,,
119,8.76702404,,,,,,,
120,-5.205902576,,,,,,,
121,8.254256248,,,,,,,
122,-11.10273457,,,,,,,
123,15.43300819,,,,,,,
124,27.35486412,,,,,,,
125,16.97131157,,,,,,,
126,-26.74215698,,,,,,,
127,5.562224388,,,,,,,
128,-4.436750889,,,,,,,
129,21.2016468,,,,,,,
130,-1.744719028,,,,,,,
131,-7.128782749,,,,,,,
132,6.331376553,,,,,,,
133,10.68990421,,,,,,,
134,7.869680405,,,,,,,
135,19.40695953,,,,,,,
136,3.895728588,,,,,,,
137,-9.308046341,,,,,,,
138,18.12504005,,,,,,,
139,-4.052175045,,,,,,,
140,0.819120884,,,,,,,
141,11.84363174,,,,,,,
142,-15.58945465,,,,,,,
143,39.14852524,,,,,,,
144,-30.33153343,,,,,,,
145,1.58827281,,,,,,,
146,10.43352032,,,,,,,
147,-9.692622185,,,,,,,
148,20.68887901,,,,,,,
149,-5.846862793,,,,,,,
150,32.48254395,,,,,,,
151,4.664880753,,,,,,,
152,-12.51284599,,,,,,,
153,-7.385166645,,,,,,,
154,-2.513870955,,,,,,,
155,1.331888795,,,,,,,
156,12.61278439,,,,,,,
157,16.33035278,,,,,,,
158,-26.35758209,,,,,,,
159,37.61022186,,,,,,,
160,-9.949006081,,,,,,,
161,27.35486412,,,,,,,
162,-16.48679733,,,,,,,
163,-5.205902576,,,,,,,
164,6.203184605,,,,,,,
165,-2.77025485,,,,,,,
166,-3.026638985,,,,,,,
167,14.15108776,,,,,,,
168,14.02289581,,,,,,,
169,8.638832092,,,,,,,
170,7.997872353,,,,,,,
171,-5.846862793,,,,,,,
172,37.48202896,,,,,,,
173,8.638832092,,,,,,,
174,-1.488335013,,,,,,,
175,15.68939209,,,,,,,
176,-9.308046341,,,,,,,
177,12.35640049,,,,,,,
178,18.38142395,,,,,,,
179,-7.256974697,,,,,,,
180,13.51012802,,,,,,,
181,-19.30702209,,,,,,,
182,13.89470387,,,,,,,
183,4.793072701,,,,,,,
184,0.819120884,,,,,,,
185,-5.334095001,,,,,,,
186,3.382960796,,,,,,,
187,-34.94644547,,,,,,,
188,33.25169373,,,,,,,
189,5.690416336,,,,,,,
190,-11.48731041,,,,,,,
191,19.91972733,,,,,,,
192,24.15006256,,,,,,,
193,19.66334343,,,,,,,
194,-14.05115032,,,,,,,
195,-13.79476643,,,,,,,
196,-3.154830933,,,,,,,
197,24.15006256,,,,,,,
198,-17.76871872,,,,,,,
199,-8.667086601,,,,,,,
200,-17.38414192,,,,,,,
201,-23.28097343,,,,,,,
202,26.07294273,,,,,,,
203,4.280304432,,,,,,,
204,-40.45870209,,,,,,,
205,25.81655884,,,,,,,
206,1.460080862,,,,,,,
207,12.86916828,,,,,,,
208,4.023920536,,,,,,,
209,20.68887901,,,,,,,
210,1.331888795,,,,,,,
211,-11.35911846,,,,,,,
212,36.45649338,,,,,,,
213,11.84363174,,,,,,,
214,22.73995209,,,,,,,
215,-30.33153343,,,,,,,
216,-15.07668591,,,,,,,
217,-4.821326733,,,,,,,
218,-17.25595093,,,,,,,
219,31.45700645,,,,,,,
220,7.228720665,,,,,,,
221,-2.001102924,,,,,,,
222,8.254256248,,,,,,,
223,-3.923982859,,,,,,,
224,10.94628811,,,,,,,
225,-8.538894653,,,,,,,
226,-14.43572617,,,,,,,
227,13.38193607,,,,,,,
228,-3.539406776,,,,,,,
229,-0.719183087,,,,,,,
230,17.09950447,,,,,,,
231,5.305840492,,,,,,,
232,29.14955139,,,,,,,
233,34.40542221,,,,,,,
234,2.613808632,,,,,,,
235,-0.975567043,,,,,,,
236,4.152112484,,,,,,,
237,17.61227226,,,,,,,
238,8.510640144,,,,,,,
239,3.639344692,,,,,,,
240,-12.38465405,,,,,,,
241,-5.590478897,,,,,,,
242,-16.10222244,,,,,,,
243,-5.462286949,,,,,,,
244,4.793072701,,,,,,,
245,-1.616526961,,,,,,,
246,1.716464758,,,,,,,
247,27.73943901,,,,,,,
248,0.947312832,,,,,,,
249,-13.02561474,,,,,,,
250,12.22820854,,,,,,,
251,6.715952396,,,,,,,
252,9.279792786,,,,,,,
253,1.331888795,,,,,,,
254,-25.4602375,,,,,,,
255,10.56171227,,,,,,,
256,9.023407936,,,,,,,
257,20.81707191,,,,,,,
258,41.45598221,,,,,,,
259,-21.74267006,,,,,,,
260,-11.87188625,,,,,,,
261,24.66283226,,,,,,,
262,-13.41019058,,,,,,,
263,21.07345581,,,,,,,
264,-9.949006081,,,,,,,
265,6.972336292,,,,,,,
266,-16.23041344,,,,,,,
267,7.100528717,,,,,,,
268,5.049456596,,,,,,,
269,3.639344692,,,,,,,
270,-9.949006081,,,,,,,
271,-17.12775803,,,,,,,
272,22.99633598,,,,,,,
273,-1.744719028,,,,,,,
274,8.126064301,,,,,,,
275,-11.10273457,,,,,,,
276,2.613808632,,,,,,,
277,11.202672,,,,,,,
278,-18.40967751,,,,,,,
279,19.91972733,,,,,,,
280,10.81809616,,,,,,,
281,7.228720665,,,,,,,
282,-8.923470497,,,,,,,
283,24.91921616,,,,,,,
284,-4.821326733,,,,,,,
285,23.38091087,,,,,,,
286,1.07550478,,,,,,,
287,6.459568501,,,,,,,
288,-12.2564621,,,,,,,
289,13.25374413,,,,,,,
290,-3.026638985,,,,,,,
291,20.94526291,,,,,,,
292,31.20062256,,,,,,,
293,1.203696847,,,,,,,
294,9.664368629,,,,,,,
295,-1.10375905,,,,,,,
296,-3.283022881,,,,,,,
297,2.998384714,,,,,,,
298,-5.975054741,,,,,,,
299,17.09950447,,,,,,,
300,5.049456596,,,,,,,
301,2.229232788,,,,,,,
302,11.58724785,,,,,,,
303,9.664368629,,,,,,,
304,12.10001659,,,,,,,
305,14.40747166,,,,,,,
306,-12.38465405,,,,,,,
307,28.3803997,,,,,,,
308,3.382960796,,,,,,,
309,-10.33358288,,,,,,,
310,20.17611122,,,,,,,
311,13.76651192,,,,,,,
312,3.382960796,,,,,,,
313,14.5356636,,,,,,,
314,5.562224388,,,,,,,
315,2.870192766,,,,,,,
316,18.38142395,,,,,,,
317,-15.46126175,,,,,,,
318,1.203696847,,,,,,,
319,5.946800709,,,,,,,
320,-1.744719028,,,,,,,
321,44.66078186,,,,,,,
322,-26.99854088,,,,,,,
323,-4.180366993,,,,,,,
324,17.74046326,,,,,,,
325,5.562224388,,,,,,,
326,15.94577599,,,,,,,
327,24.15006256,,,,,,,
328,-0.719183087,,,,,,,
329,3.511152744,,,,,,,
330,-2.001102924,,,,,,,
331,5.305840492,,,,,,,
332,24.79102325,,,,,,,
333,-18.40967751,,,,,,,
334,11.97182465,,,,,,,
335,-15.58945465,,,,,,,
336,23.89367867,,,,,,,
